N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
585.0,흥국화재,3250.0,15.0,+0.46%,5000.0,45289.0,139661.0,1860.0
586.0,한화갤러리아,1073.0,8.0,-0.74%,500.0,,,
587.0,세방,10750.0,40.0,-0.37%,500.0,12904.0,12810.0,451.0
588.0,SOL 2차전지소부장Fn,8400.0,180.0,-2.10%,0.0,,,
589.0,TIGER 헬스케어,26155.0,415.0,-1.56%,0.0,,,
590.0,JW생명과학,13010.0,180.0,-1.36%,2500.0,1889.0,2529.0,271.0
591.0,KBSTAR 단기종합채권(AA-이상)액티브,105605.0,20.0,+0.02%,0.0,,,
592.0,일신방직,8840.0,70.0,-0.79%,500.0,5931.0,11767.0,-160.0
593.0,신세계 I&C,11950.0,140.0,-1.16%,500.0,5969.0,4829.0,375.0
594.0,신대양제지,5070.0,0.0,0.00%,500.0,6764.0,8845.0,509.0
595.0,웰바이오텍,2230.0,25.0,-1.11%,500.0,1909.0,602.0,26.0
596.0,사조산업,40500.0,400.0,+1.00%,5000.0,6610.0,11666.0,552.0
597.0,CR홀딩스,7190.0,110.0,-1.51%,500.0,7980.0,16204.0,226.0
598.0,미원홀딩스,87200.0,100.0,-0.11%,500.0,4993.0,4859.0,228.0
599.0,GS글로벌,2440.0,15.0,-0.61%,2500.0,50709.0,14194.0,705.0
600.0,KODEX 미국S&P500(H),10425.0,100.0,-0.95%,0.0,,,
601.0,S-Oil우,49950.0,50.0,-0.10%,2500.0,,,
602.0,태경산업,6840.0,40.0,-0.58%,500.0,7334.0,6250.0,549.0
603.0,한솔테크닉스,6210.0,60.0,+0.98%,5000.0,16474.0,10719.0,551.0
604.0,디앤디플랫폼리츠,3090.0,0.0,0.00%,1000.0,208.0,8680.0,111.0
605.0,에스엠벡셀,1782.0,19.0,-1.05%,500.0,1368.0,1496.0,34.0
606.0,ACE 테슬라밸류체인액티브,12260.0,175.0,-1.41%,0.0,,,
607.0,예스코홀딩스,32900.0,50.0,+0.15%,5000.0,14715.0,14914.0,3.0
608.0,백산,8760.0,540.0,+6.57%,500.0,4759.0,3389.0,503.0
609.0,삼성전기우,67800.0,200.0,+0.30%,5000.0,,,
610.0,하이트진로홀딩스,8490.0,30.0,-0.35%,5000.0,24843.0,39450.0,2025.0
611.0,HDC랩스,7550.0,50.0,-0.66%,500.0,6107.0,3826.0,123.0
612.0,만호제강,47150.0,0.0,0.00%,1000.0,2133.0,2800.0,-74.0
613.0,KIB플러그에너지,825.0,4.0,-0.48%,500.0,1057.0,1927.0,129.0
614.0,무림P&P,3130.0,20.0,-0.63%,2500.0,7741.0,16041.0,683.0
615.0,자이에스앤디,5020.0,40.0,-0.79%,1000.0,24790.0,19527.0,1989.0
616.0,NPC,5290.0,60.0,-1.12%,500.0,5446.0,5273.0,235.0
617.0,SOL 200TR,11645.0,80.0,-0.68%,0.0,,,
618.0,일진홀딩스,3915.0,15.0,+0.38%,1000.0,14339.0,15861.0,449.0
619.0,KSS해운,8330.0,20.0,-0.24%,500.0,4454.0,16592.0,695.0
620.0,ARIRANG 고배당주,11950.0,50.0,+0.42%,0.0,,,
621.0,금호석유우,63400.0,400.0,+0.63%,5000.0,,,
622.0,한국석유,15050.0,1850.0,+14.02%,500.0,7479.0,3471.0,180.0
623.0,한농화성,12190.0,330.0,-2.64%,500.0,2394.0,2254.0,45.0
624.0,우진,9330.0,150.0,-1.58%,500.0,1241.0,2271.0,119.0
625.0,LG우,62700.0,100.0,-0.16%,5000.0,,,
626.0,일진다이아,13300.0,300.0,-2.21%,1000.0,1868.0,5993.0,33.0
627.0,신한서부티엔디리츠,3370.0,10.0,+0.30%,1000.0,149.0,5733.0,83.0
628.0,경농,9640.0,60.0,+0.63%,500.0,3616.0,4486.0,410.0
629.0,아주스틸,7110.0,130.0,-1.80%,500.0,10562.0,7602.0,46.0
630.0,코오롱모빌리티그룹,2995.0,110.0,-3.54%,500.0,,,
631.0,현대비앤지스틸,12410.0,30.0,+0.24%,5000.0,12812.0,8578.0,335.0
632.0,KOSEF 인도Nifty50(합성),20550.0,45.0,-0.22%,0.0,,,
633.0,대성홀딩스,11600.0,70.0,-0.60%,1000.0,12532.0,13913.0,70.0
634.0,동아지질,13280.0,90.0,-0.67%,500.0,2663.0,3723.0,-306.0
635.0,교촌에프앤비,7450.0,10.0,+0.13%,500.0,5175.0,3050.0,88.0
636.0,진양홀딩스,3325.0,5.0,+0.15%,500.0,2346.0,5971.0,52.0
637.0,NH투자증권우,9830.0,20.0,+0.20%,5000.0,,,
638.0,TIGER 미국달러SOFR금리액티브(합성),51590.0,400.0,+0.78%,0.0,,,
639.0,금호건설,4995.0,65.0,+1.32%,5000.0,20485.0,16912.0,559.0
640.0,한세예스24홀딩스,4600.0,0.0,0.00%,500.0,33221.0,20370.0,1929.0
641.0,태경비케이,6630.0,110.0,-1.63%,500.0,3451.0,3612.0,319.0
642.0,KODEX 차이나항셍테크,5800.0,170.0,-2.85%,0.0,,,
643.0,코람코더원리츠,4500.0,30.0,+0.67%,500.0,70.0,5161.0,43.0
644.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,30210.0,225.0,-0.74%,0.0,,,
645.0,화승인더,3260.0,40.0,-1.21%,500.0,19130.0,17795.0,733.0
646.0,대창단조,6300.0,120.0,-1.87%,500.0,4215.0,3382.0,499.0
647.0,선진,7550.0,70.0,+0.94%,500.0,18708.0,13336.0,706.0
648.0,이월드,1266.0,14.0,-1.09%,1000.0,1265.0,4317.0,146.0
649.0,유니켐,1863.0,39.0,+2.14%,500.0,1204.0,4349.0,33.0
650.0,ARIRANG 코스피TR,13040.0,100.0,-0.76%,0.0,,,
651.0,AJ네트웍스,3935.0,40.0,-1.01%,1000.0,12084.0,14814.0,754.0
652.0,TIGER 미국나스닥100커버드콜(합성),10105.0,20.0,+0.20%,0.0,,,
653.0,TRUE 인버스 2X 코스닥 150 선물 ETN,8845.0,305.0,+3.57%,0.0,,,
654.0,노루페인트,8820.0,10.0,+0.11%,500.0,7533.0,6682.0,261.0
655.0,퍼스텍,3605.0,20.0,-0.55%,500.0,1602.0,2113.0,31.0
656.0,현대리바트,8510.0,170.0,-1.96%,1000.0,14957.0,8542.0,-279.0
657.0,삼성제약,2590.0,50.0,-1.89%,500.0,518.0,1179.0,-140.0
658.0,KBSTAR IT플러스,17335.0,185.0,-1.06%,0.0,,,
659.0,휴비스,5020.0,370.0,-6.86%,5000.0,10217.0,7938.0,-830.0
660.0,CJ제일제당 우,130100.0,100.0,+0.08%,5000.0,,,
661.0,한독,12540.0,10.0,-0.08%,500.0,5438.0,8711.0,285.0
662.0,ACE 단기통안채,102895.0,20.0,+0.02%,0.0,,,
663.0,경동인베스트,72600.0,2400.0,-3.20%,5000.0,2755.0,5868.0,147.0
664.0,KODEX 미국나스닥100레버리지(합성 H),6995.0,120.0,-1.69%,0.0,,,
665.0,HANARO MSCI Korea TR,13805.0,175.0,-1.25%,0.0,,,
666.0,키다리스튜디오,4610.0,130.0,-2.74%,500.0,1694.0,3788.0,43.0
667.0,진흥기업,1171.0,12.0,-1.01%,500.0,6289.0,4517.0,507.0
668.0,KODEX 골드선물(H),11970.0,25.0,-0.21%,0.0,,,
669.0,HLB글로벌,4005.0,45.0,-1.11%,500.0,446.0,1202.0,-147.0
670.0,ACE 23-12 회사채(AA-이상)액티브,105245.0,10.0,+0.01%,0.0,,,
671.0,디와이,6400.0,230.0,-3.47%,500.0,10948.0,8611.0,329.0
672.0,삼영,4905.0,205.0,-4.01%,500.0,1477.0,1358.0,10.0
673.0,덕양산업,5100.0,180.0,-3.41%,500.0,15420.0,5202.0,307.0
674.0,KODEX 장기종합채권(AA-이상)액티브KAP,84580.0,665.0,-0.78%,0.0,,,
675.0,DB금융투자,3905.0,10.0,+0.26%,5000.0,12232.0,97574.0,238.0
676.0,서연,7050.0,190.0,-2.62%,500.0,32515.0,23235.0,1886.0
677.0,세종공업,5940.0,60.0,-1.00%,500.0,18589.0,11494.0,321.0
678.0,KOSEF 단기자금,104125.0,25.0,+0.02%,0.0,,,
679.0,NI스틸,5740.0,210.0,-3.53%,500.0,3554.0,3974.0,677.0
680.0,대성산업,3620.0,95.0,+2.70%,5000.0,18713.0,18246.0,483.0
681.0,태림포장,2310.0,15.0,-0.65%,500.0,7840.0,6512.0,309.0
682.0,삼영전자,8160.0,40.0,-0.49%,500.0,2278.0,5393.0,163.0
683.0,삼화페인트,5970.0,80.0,+1.36%,500.0,6460.0,5872.0,199.0
684.0,TIGER KRX BBIG K-뉴딜,5825.0,70.0,-1.19%,0.0,,,
685.0,경보제약,6750.0,0.0,0.00%,500.0,1963.0,2405.0,14.0
686.0,금강공업,5480.0,70.0,-1.26%,1000.0,7289.0,10948.0,339.0
687.0,TIGER 현대차그룹+펀더멘털,23470.0,190.0,-0.80%,0.0,,,
688.0,경인양행,3840.0,45.0,-1.16%,500.0,4026.0,5483.0,281.0
689.0,제일파마홀딩스,10000.0,10.0,+0.10%,500.0,7930.0,8657.0,-75.0
690.0,동아타이어,11610.0,60.0,+0.52%,500.0,2057.0,4744.0,224.0
691.0,제이에스코퍼레이션,11900.0,210.0,+1.80%,100.0,9751.0,5338.0,815.0
692.0,키움 INDXX 미국테크탑10 ETN,15820.0,105.0,+0.67%,0.0,,,
693.0,KODEX K-메타버스액티브,7345.0,80.0,-1.08%,0.0,,,
694.0,무학,5540.0,50.0,+0.91%,200.0,1528.0,6057.0,156.0
695.0,TIGER 미국배당+7%프리미엄다우존스,10000.0,5.0,+0.05%,0.0,,,
696.0,SNT에너지,20850.0,0.0,0.00%,500.0,2029.0,4298.0,36.0
697.0,우신시스템,8540.0,250.0,+3.02%,500.0,2545.0,2825.0,80.0
698.0,ACE 미국배당다우존스,10350.0,10.0,+0.10%,0.0,,,
699.0,유수홀딩스,6000.0,10.0,+0.17%,2500.0,5576.0,5249.0,296.0
700.0,TIGER 국고채30년스트립액티브,39820.0,715.0,-1.76%,0.0,,,
701.0,그린케미칼,6500.0,190.0,-2.84%,500.0,3249.0,1966.0,172.0
702.0,성안,2315.0,40.0,+1.76%,500.0,725.0,1239.0,-15.0
703.0,한신기계,4805.0,50.0,+1.05%,500.0,560.0,1157.0,-41.0
704.0,테이팩스,32250.0,1400.0,-4.16%,500.0,1823.0,1976.0,255.0
705.0,해태제과식품,5260.0,0.0,0.00%,500.0,5903.0,6913.0,232.0
706.0,히어로즈 24-09 회사채(AA-이상)액티브,50310.0,15.0,+0.03%,0.0,,,
707.0,TIGER 글로벌4차산업혁신기술(합성 H),15170.0,120.0,-0.78%,0.0,,,
708.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
709.0,TIGER 미국S&P500TR(H),10625.0,105.0,-0.98%,0.0,,,
710.0,삼성 인버스 2X WTI원유 선물 ETN,100.0,0.0,0.00%,0.0,,,
711.0,동국홀딩스,9380.0,220.0,-2.29%,5000.0,85111.0,64512.0,7435.0
712.0,KTcs,3495.0,45.0,-1.27%,500.0,10295.0,4161.0,243.0
713.0,노루홀딩스,11200.0,170.0,-1.50%,500.0,10379.0,11720.0,300.0
714.0,한국주철관,6520.0,20.0,+0.31%,500.0,4843.0,4246.0,140.0
715.0,극동유화,4240.0,195.0,+4.82%,500.0,12425.0,3531.0,306.0
716.0,TIGER 글로벌메타버스액티브,7470.0,60.0,-0.80%,0.0,,,
717.0,동성제약,5630.0,120.0,-2.09%,1000.0,933.0,1077.0,-31.0
718.0,용평리조트,3050.0,10.0,+0.33%,5000.0,1433.0,8683.0,16.0
719.0,페이퍼코리아,819.0,13.0,-1.56%,500.0,4100.0,5018.0,258.0
720.0,TIGER 차이나과창판STAR50(합성),6595.0,15.0,-0.23%,0.0,,,
721.0,대호에이엘,2195.0,65.0,+3.05%,500.0,1740.0,1570.0,93.0
722.0,인스코비,1258.0,68.0,+5.71%,500.0,767.0,1012.0,-14.0
723.0,미원화학,65800.0,200.0,+0.30%,1000.0,2352.0,1479.0,190.0
724.0,TRUE 레버리지 천연가스 선물 ETN B,28865.0,505.0,-1.72%,0.0,,,
725.0,삼양통상,48000.0,100.0,-0.21%,5000.0,1788.0,4575.0,164.0
726.0,TIGER 종합채권(AA-이상)액티브,49375.0,175.0,-0.35%,0.0,,,
727.0,태경케미컬,12390.0,20.0,-0.16%,500.0,596.0,1674.0,104.0
728.0,KODEX TRF3070,11315.0,5.0,+0.04%,0.0,,,
729.0,신세계푸드,37100.0,450.0,-1.20%,5000.0,14113.0,9039.0,206.0
730.0,태영건설,3685.0,35.0,-0.94%,500.0,26051.0,43233.0,915.0
731.0,신한 블룸버그 2X 천연가스 선물 ETN,28650.0,530.0,-1.82%,0.0,,,
732.0,TRUE 레버리지 나스닥 100 ETN,28565.0,190.0,-0.66%,0.0,,,
733.0,샘표,49600.0,50.0,-0.10%,1000.0,3718.0,4659.0,103.0
734.0,아남전자,1849.0,35.0,-1.86%,500.0,4804.0,2708.0,206.0
735.0,삼성출판사,14200.0,400.0,-2.74%,500.0,517.0,2115.0,-9.0
736.0,효성ITX,12230.0,10.0,-0.08%,500.0,5113.0,1768.0,223.0
737.0,ARIRANG 종합채권(AA-이상)액티브,101185.0,0.0,0.00%,0.0,,,
738.0,디와이파워,12670.0,80.0,-0.63%,500.0,4190.0,3275.0,270.0
739.0,삼성물산우B,85700.0,200.0,+0.23%,100.0,,,
740.0,NH올원리츠,3300.0,40.0,-1.20%,500.0,227.0,6972.0,122.0
741.0,와이투솔루션,3805.0,130.0,-3.30%,2500.0,1205.0,1266.0,18.0
742.0,ARIRANG KOFR금리,102070.0,10.0,+0.01%,0.0,,,
743.0,태양금속,3780.0,100.0,-2.58%,500.0,5695.0,4910.0,159.0
744.0,금호에이치티,707.0,1.0,-0.14%,500.0,2778.0,4266.0,93.0
745.0,사조동아원,979.0,1.0,+0.10%,500.0,6316.0,4817.0,153.0
746.0,TIGER 여행레저,3335.0,75.0,-2.20%,0.0,,,
747.0,TIGER Fn메타버스,7650.0,70.0,-0.91%,0.0,,,
748.0,KODEX 미국S&P500선물(H),20325.0,200.0,-0.97%,0.0,,,
749.0,신원,1331.0,1.0,+0.08%,500.0,9954.0,5101.0,334.0
750.0,한컴라이프케어,4895.0,85.0,+1.77%,200.0,1001.0,2080.0,-13.0
751.0,수산중공업,2170.0,25.0,-1.14%,500.0,2863.0,2617.0,226.0
752.0,동부건설,5870.0,20.0,-0.34%,5000.0,14612.0,15817.0,413.0
753.0,KTOP 단기금융채액티브,100830.0,15.0,+0.01%,0.0,,,
754.0,KODEX 미국나스닥100선물(H),18370.0,140.0,-0.76%,0.0,,,
755.0,신흥,14090.0,60.0,+0.43%,500.0,1182.0,1406.0,105.0
756.0,대한화섬,100400.0,200.0,+0.20%,5000.0,1509.0,8368.0,64.0
757.0,신라교역,8320.0,40.0,+0.48%,500.0,4326.0,7164.0,145.0
758.0,TRUE 코스피 양매도 5% OTM ETN,8830.0,5.0,-0.06%,0.0,,,
759.0,강남제비스코,20350.0,450.0,-2.16%,1000.0,6732.0,9578.0,44.0
760.0,미래에셋 인버스 2X 코스닥150 선물 ETN,8815.0,305.0,+3.58%,0.0,,,
761.0,이구산업,3935.0,20.0,-0.51%,500.0,4296.0,3372.0,137.0
762.0,인지컨트롤스,8210.0,360.0,-4.20%,500.0,5700.0,6069.0,171.0
763.0,샘표식품,28400.0,200.0,-0.70%,500.0,3712.0,3503.0,111.0
764.0,성창기업지주,1860.0,36.0,-1.90%,500.0,2275.0,8203.0,-115.0
765.0,대신증권2우B,12950.0,40.0,+0.31%,5000.0,,,
766.0,디씨엠,11330.0,70.0,-0.61%,500.0,2406.0,3070.0,245.0
767.0,일동홀딩스,11180.0,370.0,-3.20%,1000.0,6755.0,8626.0,-984.0
768.0,KODEX 200IT TR,11825.0,45.0,-0.38%,0.0,,,
769.0,신일전자,1810.0,10.0,+0.56%,500.0,2027.0,1529.0,28.0
770.0,KBSTAR iSelect메타버스,6440.0,55.0,-0.85%,0.0,,,
771.0,HDC현대EP,4010.0,15.0,-0.37%,500.0,10459.0,6033.0,204.0
772.0,미래에셋 코스피 양매도 5% OTM ETN,8520.0,0.0,0.00%,0.0,,,
773.0,아모레G3우(전환),17950.0,20.0,-0.11%,500.0,,,
774.0,아시아나IDT,11450.0,190.0,-1.63%,500.0,1814.0,2056.0,102.0
775.0,미창석유,72300.0,1200.0,+1.69%,5000.0,4188.0,3573.0,440.0
776.0,SK이노베이션우,100700.0,800.0,-0.79%,5000.0,,,
777.0,ACE 24-12 회사채(AA-이상)액티브,107100.0,40.0,+0.04%,0.0,,,
778.0,KBSTAR 2차전지액티브,11485.0,185.0,-1.59%,0.0,,,
779.0,동일산업,51300.0,400.0,+0.79%,5000.0,4981.0,4994.0,226.0
780.0,한국공항,39150.0,150.0,+0.38%,5000.0,4005.0,4211.0,26.0
781.0,가온전선,19370.0,20.0,+0.10%,5000.0,14165.0,7523.0,285.0
782.0,TIGER 미국채10년선물,11375.0,25.0,+0.22%,0.0,,,
783.0,대창,1347.0,26.0,-1.89%,500.0,14413.0,8402.0,91.0
784.0,대영포장,1128.0,10.0,-0.88%,500.0,3026.0,2474.0,119.0
785.0,KODEX 25-11 회사채(A+이상)액티브,10055.0,5.0,+0.05%,0.0,,,
786.0,황금에스티,7180.0,120.0,-1.64%,500.0,3334.0,4819.0,465.0
787.0,경동도시가스,20650.0,300.0,+1.47%,2500.0,23049.0,10676.0,253.0
788.0,한양증권,9560.0,60.0,+0.63%,5000.0,11171.0,15029.0,372.0
789.0,KTOP K200액티브,10225.0,100.0,-0.97%,0.0,,,
790.0,현대약품,3780.0,10.0,+0.27%,500.0,1627.0,1812.0,80.0
791.0,TIGER 미국MSCI리츠(합성 H),11105.0,175.0,-1.55%,0.0,,,
792.0,한국내화,2930.0,0.0,0.00%,500.0,3588.0,3260.0,105.0
793.0,유화증권,2120.0,10.0,-0.47%,1000.0,221.0,6893.0,-29.0
794.0,대양금속,3185.0,60.0,-1.85%,500.0,2550.0,4009.0,137.0
795.0,조선선재,95400.0,300.0,+0.32%,500.0,670.0,1451.0,94.0
796.0,유니온머티리얼,2855.0,65.0,-2.23%,500.0,1261.0,2042.0,8.0
797.0,STX그린로지스,16710.0,1110.0,-6.23%,2500.0,,,
798.0,광전자,2055.0,50.0,-2.38%,500.0,1522.0,2479.0,58.0
799.0,ACE 중국본토CSI300,24095.0,15.0,-0.06%,0.0,,,
800.0,동남합성,34000.0,0.0,0.00%,500.0,1934.0,921.0,135.0
801.0,종근당바이오,21650.0,750.0,-3.35%,2500.0,1560.0,3126.0,-148.0
802.0,세아특수강,13840.0,140.0,-1.00%,5000.0,10744.0,6902.0,288.0
803.0,한국패러랠,1481.0,1.0,+0.07%,0.0,,,
804.0,KODEX 헬스케어,11535.0,180.0,-1.54%,0.0,,,
805.0,KODEX 미국나스닥100(H),12300.0,105.0,-0.85%,0.0,,,
806.0,HANARO 200TR,40735.0,390.0,-0.95%,0.0,,,
807.0,팜스코,3150.0,60.0,+1.94%,500.0,19015.0,12232.0,188.0
808.0,HANARO Fn조선해운,9625.0,270.0,-2.73%,0.0,,,
809.0,KBSTAR 25-03 회사채(AA-이상)액티브,50235.0,5.0,-0.01%,0.0,,,
810.0,삼원강재,2880.0,40.0,+1.41%,500.0,3641.0,2937.0,165.0
811.0,히어로즈 단기채권ESG액티브,103765.0,0.0,0.00%,0.0,,,
812.0,대구백화점,10610.0,820.0,-7.17%,5000.0,759.0,4703.0,-163.0
813.0,한국수출포장,2870.0,50.0,+1.77%,500.0,3414.0,3455.0,257.0
814.0,한국특강,1894.0,41.0,-2.12%,500.0,7959.0,5498.0,307.0
815.0,한솔홀딩스,2730.0,10.0,-0.36%,1000.0,4672.0,7233.0,191.0
816.0,계룡건설,12830.0,270.0,-2.06%,5000.0,29497.0,25600.0,1328.0
817.0,인천도시가스,26100.0,300.0,+1.16%,5000.0,7285.0,4231.0,81.0
818.0,TRUE 레버리지 S&P500 선물 ETN(H),22630.0,435.0,-1.89%,0.0,,,
819.0,KODEX 바이오,7620.0,190.0,-2.43%,0.0,,,
820.0,TIGER 일본엔선물,8670.0,15.0,+0.17%,0.0,,,
821.0,KBSTAR 코스피,25405.0,235.0,-0.92%,0.0,,,
822.0,TIGER 200선물인버스2X,2895.0,45.0,+1.58%,0.0,,,
823.0,SOL 25-09 회사채(AA-이상)액티브,50220.0,30.0,-0.06%,0.0,,,
824.0,KCTC,3710.0,5.0,-0.13%,500.0,9204.0,6301.0,375.0
825.0,한국화장품,6900.0,300.0,-4.17%,500.0,660.0,439.0,0.0
826.0,DRB동일,5550.0,190.0,+3.54%,500.0,6618.0,9452.0,121.0
827.0,KoAct 바이오헬스케어액티브,9940.0,315.0,-3.07%,0.0,,,
828.0,KODEX K-로봇액티브,13390.0,125.0,-0.92%,0.0,,,
829.0,KODEX 2차전지핵심소재10 Fn,9305.0,170.0,-1.79%,0.0,,,
830.0,토니모리,4545.0,220.0,-4.62%,200.0,1267.0,1991.0,-73.0
831.0,KBSTAR 25-11 회사채(AA-이상)액티브,52205.0,0.0,0.00%,0.0,,,
832.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14845.0,125.0,+0.85%,0.0,,,
833.0,조흥,180600.0,0.0,0.00%,5000.0,3240.0,4338.0,150.0
834.0,씨티알모빌리티,12470.0,220.0,-1.73%,500.0,4231.0,2974.0,-7.0
835.0,TIGER 글로벌혁신블루칩TOP10,10315.0,45.0,-0.43%,0.0,,,
836.0,두올,3230.0,20.0,-0.62%,2500.0,5660.0,4622.0,133.0
837.0,KBSTAR 코스닥150,12870.0,220.0,-1.68%,0.0,,,
838.0,HANARO Fn K-POP&미디어,9260.0,130.0,-1.38%,0.0,,,
839.0,TIGER 코스피,25335.0,150.0,-0.59%,0.0,,,
840.0,KTis,3055.0,15.0,-0.49%,500.0,5358.0,3962.0,195.0
841.0,웅진,1320.0,53.0,-3.86%,500.0,10498.0,10944.0,423.0
842.0,한국화장품제조,23200.0,900.0,-3.73%,500.0,1039.0,827.0,43.0
843.0,화성산업,10350.0,10.0,-0.10%,5000.0,6457.0,7461.0,145.0
844.0,HANARO Fn K-반도체,9250.0,5.0,+0.05%,0.0,,,
845.0,TIGER 중국소비테마,6095.0,40.0,-0.65%,0.0,,,
846.0,크라운제과,8270.0,0.0,0.00%,200.0,4136.0,3302.0,176.0
847.0,CJ우,45800.0,500.0,+1.10%,5000.0,,,
848.0,엔에이치스팩19호,10090.0,10.0,+0.10%,500.0,0.0,1167.0,-1.0
849.0,HS애드,6220.0,20.0,-0.32%,1000.0,5304.0,5448.0,248.0
850.0,세이브존I&C,2490.0,5.0,-0.20%,1000.0,1194.0,5736.0,92.0
851.0,TIGER 투자등급회사채액티브,104460.0,110.0,-0.11%,0.0,,,
852.0,이지스레지던스리츠,3590.0,15.0,+0.42%,1000.0,152.0,3594.0,108.0
853.0,팜젠사이언스,6330.0,420.0,-6.22%,500.0,1509.0,3174.0,75.0
854.0,KODEX 국채선물10년,61380.0,380.0,-0.62%,0.0,,,
855.0,한진중공업홀딩스,3415.0,150.0,+4.59%,5000.0,14401.0,19960.0,371.0
856.0,삼일제약,6620.0,50.0,-0.75%,500.0,1797.0,3567.0,40.0
857.0,KTOP 25-08 회사채(A+이상)액티브,100280.0,20.0,-0.02%,0.0,,,
858.0,광명전기,2315.0,40.0,-1.70%,500.0,1382.0,1722.0,46.0
859.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),40020.0,1420.0,+3.68%,0.0,,,
860.0,KODEX 배당가치,12495.0,60.0,-0.48%,0.0,,,
861.0,삼화전기,15050.0,310.0,-2.02%,1000.0,2391.0,1391.0,136.0
862.0,CJ씨푸드,2770.0,15.0,-0.54%,500.0,1527.0,1434.0,41.0
863.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),39805.0,1000.0,+2.58%,0.0,,,
864.0,KBSTAR Fn5G테크,9950.0,10.0,-0.10%,0.0,,,
865.0,삼익악기,1096.0,1.0,-0.09%,500.0,3257.0,5216.0,116.0
866.0,TIGER 차이나CSI300레버리지(합성),15735.0,140.0,-0.88%,0.0,,,
867.0,텔코웨어,10190.0,0.0,0.00%,500.0,426.0,1321.0,29.0
868.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),39470.0,1190.0,+3.11%,0.0,,,
869.0,덕성,6280.0,250.0,-3.83%,500.0,1333.0,1252.0,52.0
870.0,에이플러스에셋,4345.0,75.0,-1.70%,500.0,2707.0,3453.0,14.0
871.0,KODEX 인도Nifty50,11220.0,10.0,-0.09%,0.0,,,
872.0,ACE 26-06 회사채(AA-이상)액티브,10045.0,0.0,0.00%,0.0,,,
873.0,TIGER 인도니프티50,11030.0,10.0,+0.09%,0.0,,,
874.0,KBSTAR 코스닥150선물레버리지,11030.0,365.0,-3.20%,0.0,,,
875.0,동양철관,798.0,2.0,+0.25%,500.0,2662.0,1825.0,77.0
876.0,미래산업,3090.0,185.0,-5.65%,500.0,562.0,1344.0,80.0
877.0,인바이오젠,467.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
878.0,현대코퍼레이션홀딩스,10290.0,40.0,+0.39%,5000.0,1643.0,2961.0,143.0
879.0,KODEX 미국반도체MV,14055.0,60.0,+0.43%,0.0,,,
880.0,KODEX 미국달러선물인버스2X,6325.0,90.0,-1.40%,0.0,,,
881.0,고려산업,3725.0,410.0,+12.37%,1000.0,2784.0,2747.0,44.0
882.0,아센디오,1058.0,113.0,-9.65%,500.0,186.0,732.0,-90.0
883.0,기신정기,3170.0,10.0,-0.31%,500.0,1444.0,2651.0,64.0
884.0,KBSTAR 대형고배당10TR,16570.0,20.0,-0.12%,0.0,,,
885.0,SOL 국고채10년,100305.0,565.0,-0.56%,0.0,,,
886.0,진양산업,7010.0,160.0,-2.23%,500.0,837.0,827.0,53.0
887.0,화천기계,4140.0,315.0,-7.07%,500.0,1897.0,1614.0,13.0
888.0,코스맥스비티아이,9440.0,150.0,+1.61%,500.0,6174.0,9361.0,34.0
889.0,TIGER 미국나스닥100TR(H),12560.0,105.0,-0.83%,0.0,,,
890.0,일성건설,1671.0,47.0,-2.74%,500.0,4626.0,4133.0,27.0
891.0,동방,1880.0,14.0,-0.74%,1000.0,7585.0,5680.0,276.0
892.0,모나리자,2465.0,5.0,-0.20%,500.0,1209.0,978.0,29.0
893.0,무림페이퍼,2160.0,10.0,-0.46%,2500.0,13991.0,24291.0,963.0
894.0,TIGER KRX바이오K-뉴딜,5395.0,75.0,-1.37%,0.0,,,
895.0,대현,2020.0,15.0,-0.74%,500.0,3193.0,2976.0,302.0
896.0,TIGER 미디어컨텐츠,6155.0,135.0,-2.15%,0.0,,,
897.0,인팩,8920.0,30.0,-0.34%,500.0,5122.0,4112.0,208.0
898.0,TIGER 소프트웨어,8110.0,70.0,-0.86%,0.0,,,
899.0,신송홀딩스,7500.0,350.0,+4.90%,500.0,2094.0,2424.0,86.0
900.0,HANARO 200 TOP10,8170.0,90.0,-1.09%,0.0,,,
901.0,신한 인버스 2X 코스닥 150 선물 ETN,8855.0,330.0,+3.87%,0.0,,,
902.0,ACE KRX금현물,11695.0,65.0,+0.56%,0.0,,,
903.0,씨아이테크,1765.0,27.0,-1.51%,500.0,567.0,947.0,6.0
904.0,두산퓨얼셀1우,6470.0,110.0,-1.67%,100.0,,,
905.0,SG세계물산,427.0,15.0,-3.39%,500.0,1613.0,3038.0,72.0
906.0,SOL 미국배당다우존스(H),9920.0,85.0,-0.85%,0.0,,,
907.0,대유플러스,682.0,0.0,0.00%,500.0,5367.0,5432.0,222.0
908.0,방림,2015.0,16.0,+0.80%,500.0,1558.0,2652.0,21.0
909.0,다스코,4390.0,50.0,-1.13%,500.0,3785.0,3461.0,115.0
